precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,b,b1,b2,b3,c,d,e,f,g,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA USR PLUS-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","VOLOŞENIUC ŞTEFAN-CANDIDAT INDEPENDENT-voturi"
43,STRĂINĂTATE,"VICTOR / ROCHESTER, NY",719,"STATELE UNITE ALE AMERICII",9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",20,0,20,0,20,0,20,0,3000,2980,20,0,0,1,2,2,3,0,11,1,0,0
43,STRĂINĂTATE,KHARTOUM,720,SUDAN,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",8,0,8,0,8,0,8,0,200,192,8,0,0,1,0,0,2,0,2,0,2,1
43,STRĂINĂTATE,"STOCKHOLM 1",721,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",346,0,346,0,346,0,346,0,3200,2854,346,0,0,4,10,9,207,1,53,53,7,2
43,STRĂINĂTATE,"STOCKHOLM 2",722,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",241,0,241,0,241,0,241,0,1800,1559,241,0,0,3,10,12,140,1,33,31,9,2
43,STRĂINĂTATE,GOTEBORG,723,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",354,0,354,0,354,0,354,0,2000,1646,352,2,0,3,6,4,177,4,48,99,7,4
43,STRĂINĂTATE,MALMO,724,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",333,0,333,0,333,0,333,0,2400,2067,331,0,2,2,10,9,159,5,72,62,10,2
43,STRĂINĂTATE,SOLVESBORG,725,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",112,0,112,0,112,0,112,0,800,688,112,0,0,0,1,4,50,0,19,32,5,1
43,STRĂINĂTATE,UPPSALA,726,SUEDIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",80,0,80,0,80,0,80,0,1002,922,80,0,0,2,3,4,38,0,4,28,1,0
43,STRĂINĂTATE,BANGKOK,727,"REGATUL THAILANDEI",9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",37,0,37,0,37,0,37,0,800,763,37,0,0,0,0,0,29,0,6,0,1,1
43,STRĂINĂTATE,TUNIS,728,TUNISIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",33,0,33,0,33,0,33,0,300,267,33,0,0,0,4,4,11,0,6,2,4,2
43,STRĂINĂTATE,ANKARA,729,TURCIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",52,0,52,0,52,0,52,0,1000,947,51,1,0,5,9,8,12,1,12,4,0,0
43,STRĂINĂTATE,"ISTANBUL 1",730,TURCIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",83,0,83,0,83,0,83,0,2000,1917,83,0,0,7,0,20,23,1,22,9,0,1
43,STRĂINĂTATE,"ISTANBUL 2",731,TURCIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",68,0,68,0,68,0,68,0,2000,1932,68,0,0,1,3,16,19,0,14,12,1,2
43,STRĂINĂTATE,IZMIR,732,TURCIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",21,0,21,0,21,0,21,0,600,579,21,0,0,2,2,5,7,0,3,1,1,0
43,STRĂINĂTATE,ASHABAT,733,TURKMENISTAN,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",7,0,7,0,7,0,7,0,200,193,7,0,0,0,3,0,2,0,2,0,0,0
43,STRĂINĂTATE,KIEV,734,UCRAINA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",48,0,48,0,48,0,48,0,600,552,48,0,0,4,3,4,25,1,9,1,0,1
43,STRĂINĂTATE,ODESA,735,UCRAINA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",20,0,20,0,20,0,20,0,398,378,20,0,0,3,4,3,4,1,4,0,1,0
43,STRĂINĂTATE,CERNAUTI,736,UCRAINA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",260,0,260,0,260,0,260,0,800,540,252,7,1,1,6,17,3,1,208,7,1,8
43,STRĂINĂTATE,SOLOTVINO,737,UCRAINA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",21,0,21,0,21,0,21,0,600,579,21,0,0,2,6,3,0,0,6,3,0,1
43,STRĂINĂTATE,"BUDAPESTA 1",738,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",466,0,466,0,466,0,466,0,1800,1334,462,2,2,2,4,5,50,363,27,7,1,3
43,STRĂINĂTATE,"BUDAPESTA 2",739,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",360,0,360,0,360,0,360,0,1800,1440,359,0,1,2,1,3,38,290,15,8,2,0
43,STRĂINĂTATE,"BUDAPESTA 3",740,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",288,0,288,0,288,0,288,0,1789,1501,286,1,1,2,6,3,47,199,19,10,0,0
43,STRĂINĂTATE,"BUDAPESTA 4",741,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",302,0,302,0,302,0,302,0,1813,1511,301,1,0,0,0,3,40,238,15,3,1,1
43,STRĂINĂTATE,BIHARKERERSZTES,742,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",290,0,290,0,290,0,290,0,1397,1107,287,3,0,8,7,11,19,207,25,7,2,1
43,STRĂINĂTATE,GYULA,743,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",72,0,72,0,72,0,72,0,2000,1928,72,0,0,0,3,2,8,47,6,6,0,0
43,STRĂINĂTATE,SZEGED,744,UNGARIA,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",87,0,87,0,87,0,87,0,1600,1513,86,1,0,0,1,5,6,67,4,2,0,1
43,STRĂINĂTATE,MONTEVIDEO,745,"REPUBLICA ORIENTALA A URUGUAYULUI",9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",21,0,21,0,21,0,21,0,300,279,19,1,1,0,2,6,4,0,7,0,0,0
43,STRĂINĂTATE,TASKENT,746,UZBEKISTAN,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",8,0,8,0,8,0,8,0,202,194,8,0,0,0,0,0,5,0,0,2,0,1
43,STRĂINĂTATE,HANOI,747,"REPUBLICA SOCIALISTA VIETNAM",9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",12,0,12,0,12,0,12,0,198,186,12,0,0,0,0,1,9,0,0,2,0,0
43,STRĂINĂTATE,HARARE,748,ZIMBABWE,9999,1,PROV,PRCNCT,S,S_SV_D,"2020-12-07 09:50:02",6,0,6,0,6,0,6,0,200,194,6,0,0,1,0,1,0,0,4,0,0,0
